Area,Perimeter,Major_Axis_Length,Minor_Axis_Length,Convex_Area,Equiv_Diameter,Eccentricity,Solidity,Extent,Roundness,Aspect_Ration,Compactness,Class
82602.00,1101.75,427.44,247.03,83456.00,324.30,0.82,0.99,0.75,0.86,1.73,0.76,aaaeraaaevelik
94164.00,1188.45,469.39,257.65,95146.00,346.26,0.84,0.99,0.68,0.84,1.82,0.74,aaaeraaaevelik
92224.00,1206.00,475.98,248.62,93661.00,342.67,0.85,0.98,0.66,0.80,1.91,0.72,aaaeraaaevelik
102803.00,1416.30,614.90,216.44,104364.00,361.79,0.94,0.99,0.75,0.64,2.84,0.59,aaaeraaaevelik
84554.00,1114.07,423.93,255.13,85567.00,328.11,0.80,0.99,0.69,0.86,1.66,0.77,aaaeraaaevelik
107230.00,1318.00,530.26,258.47,108486.00,369.50,0.87,0.99,0.70,0.78,2.05,0.70,aaaeraaaevelik
58347.00,976.69,350.30,213.44,60534.00,272.56,0.79,0.96,0.64,0.77,1.64,0.78,aaaeraaaevelik
78173.00,1052.56,404.31,247.10,78792.00,315.49,0.79,0.99,0.72,0.89,1.64,0.78,aaaeraaaevelik
80206.00,1129.59,464.65,220.39,80860.00,319.56,0.88,0.99,0.70,0.79,2.11,0.69,aaaeraaaevelik
64292.00,971.22,381.28,215.33,64894.00,286.11,0.83,0.99,0.67,0.86,1.77,0.75,aaaeraaaevelik
68588.00,1030.69,414.18,211.93,69347.00,295.51,0.86,0.99,0.62,0.81,1.95,0.71,aaaeraaaevelik
78586.00,1109.51,452.06,221.96,79194.00,316.32,0.87,0.99,0.71,0.80,2.04,0.70,aaaeraaaevelik
77223.00,1061.47,420.21,234.31,77753.00,313.57,0.83,0.99,0.76,0.86,1.79,0.75,aaaeraaaevelik
91710.00,1165.65,461.50,253.51,92424.00,341.71,0.84,0.99,0.66,0.85,1.82,0.74,aaaeraaaevelik
68256.00,1033.80,413.01,212.21,68919.00,294.80,0.86,0.99,0.71,0.80,1.95,0.71,aaaeraaaevelik
67991.00,1007.00,393.80,221.07,68840.00,294.23,0.83,0.99,0.74,0.84,1.78,0.75,aaaeraaaevelik
93769.00,1188.36,463.53,259.10,94994.00,345.53,0.83,0.99,0.73,0.83,1.79,0.75,aaaeraaaevelik
89404.00,1131.52,432.36,263.91,90141.00,337.39,0.79,0.99,0.75,0.88,1.64,0.78,aaaeraaaevelik
85569.00,1183.56,491.60,223.13,86693.00,330.08,0.89,0.99,0.69,0.77,2.20,0.67,aaaeraaaevelik
97951.00,1208.41,470.96,266.29,98639.00,353.15,0.82,0.99,0.72,0.84,1.77,0.75,aaaeraaaevelik
65744.00,1001.07,401.49,210.06,66437.00,289.32,0.85,0.99,0.73,0.82,1.91,0.72,aaaeraaaevelik
64356.00,989.32,389.63,210.71,65074.00,286.25,0.84,0.99,0.64,0.83,1.85,0.73,aaaeraaaevelik
66511.00,1034.46,417.90,204.13,67336.00,291.01,0.87,0.99,0.67,0.78,2.05,0.70,aaaeraaaevelik
83148.00,1108.88,438.97,241.53,83703.00,325.37,0.84,0.99,0.69,0.85,1.82,0.74,aaaeraaaevelik
106610.00,1290.42,502.58,272.11,108253.00,368.43,0.84,0.98,0.68,0.80,1.85,0.73,aaaeraaaevelik
99057.00,1264.88,511.94,247.00,99987.00,355.14,0.88,0.99,0.60,0.78,2.07,0.69,aaaeraaaevelik
90115.00,1187.47,472.61,244.31,91271.00,338.73,0.86,0.99,0.74,0.80,1.93,0.72,aaaeraaaevelik
68743.00,973.33,362.66,241.85,69205.00,295.85,0.75,0.99,0.75,0.91,1.50,0.82,aaaeraaaevelik
93982.00,1220.09,486.51,247.52,95165.00,345.92,0.86,0.99,0.70,0.79,1.97,0.71,aaaeraaaevelik
61151.00,952.26,364.62,214.87,62025.00,279.03,0.81,0.99,0.73,0.85,1.70,0.77,aaaeraaaevelik
96389.00,1199.82,465.65,264.56,97092.00,350.32,0.82,0.99,0.74,0.84,1.76,0.75,aaaeraaaevelik
70661.00,1023.81,389.92,232.17,71433.00,299.95,0.80,0.99,0.74,0.85,1.68,0.77,aaaeraaaevelik
103877.00,1240.14,478.24,278.07,104566.00,363.68,0.81,0.99,0.74,0.85,1.72,0.76,aaaeraaaevelik
82245.00,1088.58,411.43,256.00,83142.00,323.60,0.78,0.99,0.74,0.87,1.61,0.79,aaaeraaaevelik
86817.00,1175.34,462.64,241.30,87828.00,332.47,0.85,0.99,0.69,0.79,1.92,0.72,aaaeraaaevelik
73804.00,1069.90,429.10,220.28,74461.00,306.55,0.86,0.99,0.75,0.81,1.95,0.71,aaaeraaaevelik
87798.00,1146.45,443.94,253.40,88603.00,334.35,0.82,0.99,0.75,0.84,1.75,0.75,aaaeraaaevelik
70560.00,1025.07,402.91,223.70,71116.00,299.73,0.83,0.99,0.74,0.84,1.80,0.74,aaaeraaaevelik
96056.00,1188.74,457.99,268.60,96841.00,349.72,0.81,0.99,0.74,0.85,1.71,0.76,aaaeraaaevelik
75580.00,1088.16,441.78,218.42,76271.00,310.21,0.87,0.99,0.76,0.80,2.02,0.70,aaaeraaaevelik
105937.00,1246.34,463.76,292.48,107158.00,367.26,0.78,0.99,0.77,0.86,1.59,0.79,aaaeraaaevelik
58083.00,917.70,355.25,209.11,58535.00,271.94,0.81,0.99,0.73,0.87,1.70,0.77,aaaeraaaevelik
71221.00,1026.34,404.00,225.29,71808.00,301.13,0.83,0.99,0.76,0.85,1.79,0.75,aaaeraaaevelik
66148.00,992.10,389.11,218.07,66662.00,290.21,0.83,0.99,0.68,0.84,1.78,0.75,aaaeraaaevelik
83762.00,1173.56,484.76,220.67,84684.00,326.57,0.89,0.99,0.68,0.76,2.20,0.67,aaaeraaaevelik
83568.00,1108.33,426.25,250.02,84328.00,326.19,0.81,0.99,0.71,0.85,1.70,0.77,aaaeraaaevelik
67292.00,977.07,364.61,236.11,68184.00,292.71,0.76,0.99,0.72,0.89,1.54,0.80,aaaeraaaevelik
83667.00,1120.47,429.26,248.97,84635.00,326.39,0.81,0.99,0.73,0.84,1.72,0.76,aaaeraaaevelik
95640.00,1169.55,431.19,283.39,96803.00,348.96,0.75,0.99,0.74,0.88,1.52,0.81,aaaeraaaevelik
88746.00,1118.47,427.40,264.90,89419.00,336.15,0.78,0.99,0.72,0.89,1.61,0.79,aaaeraaaevelik
65545.00,968.76,366.60,228.94,66306.00,288.88,0.78,0.99,0.69,0.88,1.60,0.79,aaaeraaaevelik
60897.00,944.86,374.78,207.10,61476.00,278.45,0.83,0.99,0.67,0.86,1.81,0.74,aaaeraaaevelik
72207.00,1059.36,427.19,216.07,73179.00,303.21,0.86,0.99,0.64,0.81,1.98,0.71,aaaeraaaevelik
74251.00,1028.81,399.18,237.67,74810.00,307.47,0.80,0.99,0.74,0.88,1.68,0.77,aaaeraaaevelik
76461.00,1109.19,441.95,221.24,77634.00,312.01,0.87,0.98,0.74,0.78,2.00,0.71,aaaeraaaevelik
97849.00,1211.08,476.57,262.39,98653.00,352.97,0.83,0.99,0.70,0.84,1.82,0.74,aaaeraaaevelik
88144.00,1131.46,433.79,259.87,88901.00,335.01,0.80,0.99,0.74,0.87,1.67,0.77,aaaeraaaevelik
83418.00,1109.60,425.49,250.22,84333.00,325.90,0.81,0.99,0.71,0.85,1.70,0.77,aaaeraaaevelik
76833.00,1100.08,444.22,220.69,77566.00,312.77,0.87,0.99,0.61,0.80,2.01,0.70,aaaeraaaevelik
93040.00,1184.38,461.37,259.42,94143.00,344.18,0.83,0.99,0.70,0.83,1.78,0.75,aaaeraaaevelik
75275.00,1054.83,408.85,236.01,76178.00,309.59,0.82,0.99,0.69,0.85,1.73,0.76,aaaeraaaevelik
92478.00,1155.05,442.27,266.98,93163.00,343.14,0.80,0.99,0.74,0.87,1.66,0.78,aaaeraaaevelik
89661.00,1158.26,460.99,248.29,90435.00,337.88,0.84,0.99,0.69,0.84,1.86,0.73,aaaeraaaevelik
71792.00,1028.77,402.36,228.48,72478.00,302.34,0.82,0.99,0.75,0.85,1.76,0.75,aaaeraaaevelik
76934.00,1061.60,407.92,241.04,77995.00,312.98,0.81,0.99,0.74,0.86,1.69,0.77,aaaeraaaevelik
77916.00,1108.70,453.88,219.12,78662.00,314.97,0.88,0.99,0.71,0.80,2.07,0.69,aaaeraaaevelik
70878.00,1156.59,419.77,217.00,71932.00,300.41,0.86,0.99,0.74,0.67,1.93,0.72,aaaeraaaevelik
90072.00,1172.80,467.61,245.99,90812.00,338.65,0.85,0.99,0.70,0.82,1.90,0.72,aaaeraaaevelik
96035.00,1238.98,479.55,257.00,97427.00,349.68,0.84,0.99,0.73,0.79,1.87,0.73,aaaeraaaevelik
69671.00,1035.34,415.39,214.16,70211.00,297.84,0.86,0.99,0.68,0.82,1.94,0.72,aaaeraaaevelik
78626.00,1098.45,444.21,225.88,79265.00,316.40,0.86,0.99,0.64,0.82,1.97,0.71,aaaeraaaevelik
67781.00,997.06,387.43,223.73,68501.00,293.77,0.82,0.99,0.73,0.86,1.73,0.76,aaaeraaaevelik
73917.00,1039.70,408.30,231.15,74630.00,306.78,0.82,0.99,0.75,0.86,1.77,0.75,aaaeraaaevelik
69520.00,1027.51,413.31,214.90,70205.00,297.52,0.85,0.99,0.76,0.83,1.92,0.72,aaaeraaaevelik
89376.00,1159.08,456.42,250.26,90176.00,337.34,0.84,0.99,0.73,0.84,1.82,0.74,aaaeraaaevelik
77103.00,1088.57,439.94,224.12,77709.00,313.32,0.86,0.99,0.75,0.82,1.96,0.71,aaaeraaaevelik
73600.00,1044.54,407.64,230.10,74173.00,306.12,0.83,0.99,0.68,0.85,1.77,0.75,aaaeraaaevelik
79175.00,1134.73,465.27,218.17,80151.00,317.50,0.88,0.99,0.68,0.77,2.13,0.68,aaaeraaaevelik
62922.00,974.83,374.20,216.13,63824.00,283.05,0.82,0.99,0.76,0.83,1.73,0.76,aaaeraaaevelik
75667.00,1056.94,413.92,233.59,76369.00,310.39,0.83,0.99,0.73,0.85,1.77,0.75,aaaeraaaevelik
93178.00,1124.78,405.64,293.47,93976.00,344.44,0.69,0.99,0.78,0.93,1.38,0.85,aaaeraaaevelik
75094.00,1106.91,453.50,211.28,75867.00,309.21,0.88,0.99,0.61,0.77,2.15,0.68,aaaeraaaevelik
81442.00,1099.38,422.14,247.28,82246.00,322.02,0.81,0.99,0.70,0.85,1.71,0.76,aaaeraaaevelik
86749.00,1130.94,438.61,252.91,87570.00,332.34,0.82,0.99,0.73,0.85,1.73,0.76,aaaeraaaevelik
77291.00,1080.50,423.15,234.46,78315.00,313.70,0.83,0.99,0.66,0.83,1.80,0.74,aaaeraaaevelik
65321.00,993.85,387.48,215.59,65969.00,288.39,0.83,0.99,0.68,0.83,1.80,0.74,aaaeraaaevelik
75998.00,1075.00,422.84,230.28,76871.00,311.07,0.84,0.99,0.72,0.83,1.84,0.74,aaaeraaaevelik
82957.00,1136.56,455.20,232.66,83816.00,325.00,0.86,0.99,0.70,0.81,1.96,0.71,aaaeraaaevelik
79101.00,1076.60,410.18,246.49,79803.00,317.36,0.80,0.99,0.70,0.86,1.66,0.77,aaaeraaaevelik
65407.00,997.85,397.33,210.09,66028.00,288.58,0.85,0.99,0.66,0.83,1.89,0.73,aaaeraaaevelik
64587.00,982.27,384.98,214.90,65205.00,286.77,0.83,0.99,0.68,0.84,1.79,0.74,aaaeraaaevelik
87355.00,1172.48,449.85,248.31,88617.00,333.50,0.83,0.99,0.73,0.80,1.81,0.74,aaaeraaaevelik
68177.00,1043.83,407.36,213.84,69161.00,294.63,0.85,0.99,0.73,0.79,1.91,0.72,aaaeraaaevelik
73040.00,1040.01,383.86,243.02,73985.00,304.95,0.77,0.99,0.72,0.85,1.58,0.79,aaaeraaaevelik
75355.00,1056.03,403.35,238.77,75985.00,309.75,0.81,0.99,0.75,0.85,1.69,0.77,aaaeraaaevelik
70129.00,1089.12,422.12,212.89,71515.00,298.82,0.86,0.98,0.62,0.74,1.98,0.71,aaaeraaaevelik
83987.00,1162.97,448.64,239.78,85055.00,327.01,0.85,0.99,0.67,0.78,1.87,0.73,aaaeraaaevelik
85020.00,1146.01,453.36,239.26,85812.00,329.01,0.85,0.99,0.70,0.81,1.89,0.73,aaaeraaaevelik
71069.00,1053.78,424.09,214.33,71801.00,300.81,0.86,0.99,0.76,0.80,1.98,0.71,aaaeraaaevelik
92549.00,1178.69,455.44,259.11,93333.00,343.27,0.82,0.99,0.71,0.84,1.76,0.75,aaaeraaaevelik
84726.00,1104.50,402.31,269.57,85740.00,328.45,0.74,0.99,0.74,0.87,1.49,0.82,aaaeraaaevelik
72430.00,1082.30,443.25,209.20,73096.00,303.68,0.88,0.99,0.75,0.78,2.12,0.69,aaaeraaaevelik
68805.00,1048.51,427.25,205.89,69472.00,295.98,0.88,0.99,0.78,0.79,2.08,0.69,aaaeraaaevelik
80417.00,1100.40,430.13,238.72,81092.00,319.98,0.83,0.99,0.75,0.83,1.80,0.74,aaaeraaaevelik
81646.00,1111.51,441.58,236.26,82306.00,322.42,0.84,0.99,0.65,0.83,1.87,0.73,aaaeraaaevelik
64005.00,970.52,374.16,218.57,64565.00,285.47,0.81,0.99,0.74,0.85,1.71,0.76,aaaeraaaevelik
75226.00,1102.41,435.49,220.52,76017.00,309.48,0.86,0.99,0.68,0.78,1.97,0.71,aaaeraaaevelik
91739.00,1153.29,436.76,268.48,92863.00,341.77,0.79,0.99,0.73,0.87,1.63,0.78,aaaeraaaevelik
65739.00,999.65,394.77,212.90,66429.00,289.31,0.84,0.99,0.65,0.83,1.85,0.73,aaaeraaaevelik
92851.00,1194.48,458.92,260.63,94170.00,343.83,0.82,0.99,0.76,0.82,1.76,0.75,aaaeraaaevelik
81348.00,1116.68,440.98,236.20,82610.00,321.83,0.84,0.98,0.65,0.82,1.87,0.73,aaaeraaaevelik
73428.00,1040.18,396.18,236.97,74075.00,305.76,0.80,0.99,0.74,0.85,1.67,0.77,aaaeraaaevelik
67736.00,990.20,366.08,237.09,68405.00,293.67,0.76,0.99,0.73,0.87,1.54,0.80,aaaeraaaevelik
65139.00,995.20,383.82,217.73,65790.00,287.99,0.82,0.99,0.73,0.83,1.76,0.75,aaaeraaaevelik
96587.00,1202.18,477.36,258.33,97232.00,350.68,0.84,0.99,0.65,0.84,1.85,0.73,aaaeraaaevelik
60544.00,957.50,366.51,212.33,61459.00,277.65,0.82,0.99,0.73,0.83,1.73,0.76,aaaeraaaevelik
85332.00,1132.10,442.49,246.23,86079.00,329.62,0.83,0.99,0.67,0.84,1.80,0.74,aaaeraaaevelik
62862.00,978.51,376.26,213.00,63538.00,282.91,0.82,0.99,0.68,0.83,1.77,0.75,aaaeraaaevelik
59680.00,914.11,349.22,218.29,60057.00,275.66,0.78,0.99,0.72,0.90,1.60,0.79,aaaeraaaevelik
88735.00,1148.03,435.27,260.13,89694.00,336.13,0.80,0.99,0.73,0.85,1.67,0.77,aaaeraaaevelik
69735.00,1012.12,394.78,226.26,70498.00,297.98,0.82,0.99,0.76,0.86,1.74,0.75,aaaeraaaevelik
63196.00,988.10,389.32,208.49,64142.00,283.66,0.84,0.99,0.69,0.81,1.87,0.73,aaaeraaaevelik
90274.00,1128.66,422.26,273.17,90999.00,339.03,0.76,0.99,0.72,0.89,1.55,0.80,aaaeraaaevelik
85506.00,1126.43,435.65,251.69,86268.00,329.95,0.82,0.99,0.74,0.85,1.73,0.76,aaaeraaaevelik
96580.00,1213.31,464.00,266.13,97873.00,350.67,0.82,0.99,0.74,0.82,1.74,0.76,aaaeraaaevelik
69598.00,1025.30,396.69,225.24,70469.00,297.68,0.82,0.99,0.66,0.83,1.76,0.75,aaaeraaaevelik
81458.00,1131.13,432.67,242.53,83163.00,322.05,0.83,0.98,0.70,0.80,1.78,0.74,aaaeraaaevelik
87646.00,1175.70,469.67,238.60,88681.00,334.06,0.86,0.99,0.69,0.80,1.97,0.71,aaaeraaaevelik
79453.00,1106.57,414.40,246.10,80425.00,318.06,0.80,0.99,0.71,0.82,1.68,0.77,aaaeraaaevelik
93462.00,1218.89,489.07,244.93,94541.00,344.96,0.87,0.99,0.70,0.79,2.00,0.71,aaaeraaaevelik
70804.00,1077.83,425.07,212.91,71696.00,300.25,0.87,0.99,0.73,0.77,2.00,0.71,aaaeraaaevelik
80857.00,1114.86,429.94,240.69,81791.00,320.86,0.83,0.99,0.68,0.82,1.79,0.75,aaaeraaaevelik
71451.00,1077.81,422.76,216.58,72414.00,301.62,0.86,0.99,0.64,0.77,1.95,0.71,aaaeraaaevelik
79094.00,1067.39,391.12,257.91,79802.00,317.34,0.75,0.99,0.75,0.87,1.52,0.81,aaaeraaaevelik
56944.00,910.13,329.97,221.68,57727.00,269.26,0.74,0.99,0.71,0.86,1.49,0.82,aaaeraaaevelik
94685.00,1284.10,533.15,227.47,95896.00,347.21,0.90,0.99,0.74,0.72,2.34,0.65,aaaeraaaevelik
72908.00,1069.88,399.45,233.61,73961.00,304.68,0.81,0.99,0.69,0.80,1.71,0.76,aaaeraaaevelik
69209.00,1020.57,395.27,223.73,69893.00,296.85,0.82,0.99,0.73,0.84,1.77,0.75,aaaeraaaevelik
76009.00,1099.03,445.13,217.93,76742.00,311.09,0.87,0.99,0.75,0.79,2.04,0.70,aaaeraaaevelik
85234.00,1136.95,441.59,246.72,86124.00,329.43,0.83,0.99,0.70,0.83,1.79,0.75,aaaeraaaevelik
73570.00,1068.21,390.54,241.32,74861.00,306.06,0.79,0.98,0.75,0.81,1.62,0.78,aaaeraaaevelik
71929.00,1071.33,415.53,221.60,72983.00,302.63,0.85,0.99,0.70,0.79,1.88,0.73,aaaeraaaevelik
85227.00,1147.99,439.88,247.36,85996.00,329.42,0.83,0.99,0.72,0.81,1.78,0.75,aaaeraaaevelik
88100.00,1229.95,486.02,232.54,89709.00,334.92,0.88,0.98,0.72,0.73,2.09,0.69,aaaeraaaevelik
99691.00,1248.73,493.43,258.13,100898.00,356.27,0.85,0.99,0.64,0.80,1.91,0.72,aaaeraaaevelik
67728.00,1067.78,427.94,204.11,68603.00,293.66,0.88,0.99,0.64,0.75,2.10,0.69,aaaeraaaevelik
74399.00,1058.17,415.77,228.34,75164.00,307.78,0.84,0.99,0.66,0.84,1.82,0.74,aaaeraaaevelik
82501.00,1144.37,450.50,234.10,83589.00,324.10,0.85,0.99,0.74,0.79,1.92,0.72,aaaeraaaevelik
88264.00,1153.33,454.59,248.87,89198.00,335.23,0.84,0.99,0.64,0.83,1.83,0.74,aaaeraaaevelik
57933.00,904.08,334.19,222.88,58748.00,271.59,0.75,0.99,0.72,0.89,1.50,0.81,aaaeraaaevelik
84227.00,1116.77,432.32,249.14,85078.00,327.48,0.82,0.99,0.67,0.85,1.74,0.76,aaaeraaaevelik
63415.00,944.65,355.47,227.77,63956.00,284.15,0.77,0.99,0.74,0.89,1.56,0.80,aaaeraaaevelik
74091.00,1072.73,421.24,225.98,75124.00,307.14,0.84,0.99,0.64,0.81,1.86,0.73,aaaeraaaevelik
90880.00,1166.44,443.12,262.64,91957.00,340.16,0.81,0.99,0.71,0.84,1.69,0.77,aaaeraaaevelik
105853.00,1234.63,469.30,288.68,106944.00,367.12,0.79,0.99,0.73,0.87,1.63,0.78,aaaeraaaevelik
79959.00,1138.75,447.67,228.30,81515.00,319.07,0.86,0.98,0.74,0.77,1.96,0.71,aaaeraaaevelik
96500.00,1180.35,447.58,276.08,97396.00,350.52,0.79,0.99,0.73,0.87,1.62,0.78,aaaeraaaevelik
79015.00,1065.74,407.91,247.59,79705.00,317.18,0.79,0.99,0.72,0.87,1.65,0.78,aaaeraaaevelik
78423.00,1100.14,441.69,227.02,79209.00,315.99,0.86,0.99,0.71,0.81,1.95,0.72,aaaeraaaevelik
79066.00,1037.36,378.77,266.55,79616.00,317.29,0.71,0.99,0.78,0.92,1.42,0.84,aaaeraaaevelik
58242.00,908.05,347.59,214.08,58711.00,272.32,0.79,0.99,0.72,0.89,1.62,0.78,aaaeraaaevelik
84726.00,1133.01,455.71,237.87,85348.00,328.45,0.85,0.99,0.74,0.83,1.92,0.72,aaaeraaaevelik
77944.00,1072.15,426.58,233.71,78432.00,315.03,0.84,0.99,0.67,0.85,1.83,0.74,aaaeraaaevelik
87034.00,1162.09,470.04,237.04,88251.00,332.89,0.86,0.99,0.76,0.81,1.98,0.71,aaaeraaaevelik
87735.00,1170.77,470.96,237.98,88716.00,334.23,0.86,0.99,0.74,0.80,1.98,0.71,aaaeraaaevelik
59905.00,938.39,364.16,210.15,60595.00,276.18,0.82,0.99,0.75,0.85,1.73,0.76,aaaeraaaevelik
57012.00,906.56,343.19,213.55,57758.00,269.43,0.78,0.99,0.69,0.87,1.61,0.79,aaaeraaaevelik
86429.00,1116.46,429.95,257.06,87142.00,331.73,0.80,0.99,0.74,0.87,1.67,0.77,aaaeraaaevelik
95746.00,1196.39,468.37,260.96,96617.00,349.15,0.83,0.99,0.73,0.84,1.79,0.75,aaaeraaaevelik
93850.00,1199.22,473.80,253.72,94937.00,345.68,0.84,0.99,0.66,0.82,1.87,0.73,aaaeraaaevelik
84985.00,1117.92,436.45,248.69,85688.00,328.95,0.82,0.99,0.71,0.85,1.76,0.75,aaaeraaaevelik
63711.00,975.10,382.70,212.72,64491.00,284.81,0.83,0.99,0.66,0.84,1.80,0.74,aaaeraaaevelik
63873.00,970.90,380.67,214.37,64512.00,285.18,0.83,0.99,0.74,0.85,1.78,0.75,aaaeraaaevelik
89789.00,1169.83,461.90,248.83,90826.00,338.12,0.84,0.99,0.73,0.82,1.86,0.73,aaaeraaaevelik
69296.00,1032.32,415.70,213.02,69882.00,297.04,0.86,0.99,0.65,0.82,1.95,0.71,aaaeraaaevelik
80926.00,1091.81,422.70,245.29,81729.00,321.00,0.81,0.99,0.72,0.85,1.72,0.76,aaaeraaaevelik
72365.00,1060.96,427.39,216.24,73058.00,303.54,0.86,0.99,0.63,0.81,1.98,0.71,aaaeraaaevelik
70303.00,1039.03,418.01,215.59,70885.00,299.19,0.86,0.99,0.65,0.82,1.94,0.72,aaaeraaaevelik
75768.00,1072.19,424.65,228.77,76658.00,310.60,0.84,0.99,0.67,0.83,1.86,0.73,aaaeraaaevelik
74979.00,1085.88,429.57,223.23,76034.00,308.98,0.85,0.99,0.68,0.80,1.92,0.72,aaaeraaaevelik
80741.00,1127.93,456.96,226.87,81774.00,320.63,0.87,0.99,0.69,0.80,2.01,0.70,aaaeraaaevelik
55858.00,899.53,347.43,205.95,56394.00,266.68,0.81,0.99,0.71,0.87,1.69,0.77,aaaeraaaevelik
84922.00,1104.95,419.60,258.78,85609.00,328.83,0.79,0.99,0.71,0.87,1.62,0.78,aaaeraaaevelik
86416.00,1136.31,442.49,249.67,87440.00,331.71,0.83,0.99,0.69,0.84,1.77,0.75,aaaeraaaevelik
71247.00,1040.02,410.62,222.15,72077.00,301.19,0.84,0.99,0.70,0.83,1.85,0.73,aaaeraaaevelik
78327.00,1118.25,456.78,219.23,79180.00,315.80,0.88,0.99,0.73,0.79,2.08,0.69,aaaeraaaevelik
82864.00,1137.37,455.14,233.27,83647.00,324.82,0.86,0.99,0.73,0.81,1.95,0.71,aaaeraaaevelik
66728.00,1006.81,400.85,213.20,67373.00,291.48,0.85,0.99,0.72,0.83,1.88,0.73,aaaeraaaevelik
83862.00,1122.35,439.52,243.74,84730.00,326.77,0.83,0.99,0.67,0.84,1.80,0.74,aaaeraaaevelik
75197.00,1071.95,425.90,225.52,75890.00,309.42,0.85,0.99,0.74,0.82,1.89,0.73,aaaeraaaevelik
72307.00,1043.63,408.16,226.29,72918.00,303.42,0.83,0.99,0.67,0.83,1.80,0.74,aaaeraaaevelik
55879.00,918.36,353.19,203.15,56514.00,266.73,0.82,0.99,0.68,0.83,1.74,0.76,aaaeraaaevelik
67879.00,999.95,378.06,230.22,68541.00,293.98,0.79,0.99,0.74,0.85,1.64,0.78,aaaeraaaevelik
78351.00,1106.41,437.99,228.27,79359.00,315.85,0.85,0.99,0.74,0.80,1.92,0.72,aaaeraaaevelik
73178.00,1032.16,398.06,234.78,73831.00,305.24,0.81,0.99,0.69,0.86,1.70,0.77,aaaeraaaevelik
71802.00,1033.31,390.49,235.19,72633.00,302.36,0.80,0.99,0.72,0.85,1.66,0.77,aaaeraaaevelik
91385.00,1167.89,457.46,255.10,92482.00,341.11,0.83,0.99,0.72,0.84,1.79,0.75,aaaeraaaevelik
84810.00,1213.23,505.62,214.86,86020.00,328.61,0.91,0.99,0.55,0.72,2.35,0.65,aaaeraaaevelik
86159.00,1153.71,444.88,248.01,87338.00,331.21,0.83,0.99,0.67,0.81,1.79,0.74,aaaeraaaevelik
70809.00,1046.81,410.04,220.72,71756.00,300.26,0.84,0.99,0.72,0.81,1.86,0.73,aaaeraaaevelik
100266.00,1207.94,456.87,279.93,101252.00,357.30,0.79,0.99,0.71,0.86,1.63,0.78,aaaeraaaevelik
75143.00,1032.37,397.21,241.38,75724.00,309.31,0.79,0.99,0.74,0.89,1.65,0.78,aaaeraaaevelik
59729.00,935.05,351.28,217.64,60476.00,275.77,0.78,0.99,0.71,0.86,1.61,0.79,aaaeraaaevelik
64253.00,984.32,389.29,211.23,65069.00,286.02,0.84,0.99,0.73,0.83,1.84,0.73,aaaeraaaevelik
87044.00,1125.88,423.93,262.86,87868.00,332.91,0.78,0.99,0.72,0.86,1.61,0.79,aaaeraaaevelik
75453.00,1078.56,420.18,229.63,76491.00,309.95,0.84,0.99,0.65,0.82,1.83,0.74,aaaeraaaevelik
72370.00,1055.12,418.50,221.10,73405.00,303.55,0.85,0.99,0.64,0.82,1.89,0.73,aaaeraaaevelik
88653.00,1119.89,420.84,269.73,89471.00,335.97,0.77,0.99,0.71,0.89,1.56,0.80,aaaeraaaevelik
91690.00,1168.46,454.03,257.90,92579.00,341.68,0.82,0.99,0.72,0.84,1.76,0.75,aaaeraaaevelik
97938.00,1198.16,467.83,268.07,98900.00,353.13,0.82,0.99,0.68,0.86,1.75,0.75,aaaeraaaevelik
103519.00,1246.48,484.04,273.04,104591.00,363.05,0.83,0.99,0.69,0.84,1.77,0.75,aaaeraaaevelik
84348.00,1115.33,439.85,244.57,85024.00,327.71,0.83,0.99,0.73,0.85,1.80,0.75,aaaeraaaevelik
65624.00,995.30,393.29,213.12,66348.00,289.06,0.84,0.99,0.76,0.83,1.85,0.74,aaaeraaaevelik
102990.00,1288.83,517.19,255.00,104350.00,362.12,0.87,0.99,0.61,0.78,2.03,0.70,aaaeraaaevelik
80153.00,1097.81,438.91,233.09,80755.00,319.46,0.85,0.99,0.70,0.84,1.88,0.73,aaaeraaaevelik
72800.00,1039.77,412.77,225.18,73462.00,304.45,0.84,0.99,0.67,0.85,1.83,0.74,aaaeraaaevelik
92713.00,1204.68,485.32,244.38,93717.00,343.58,0.86,0.99,0.75,0.80,1.99,0.71,aaaeraaaevelik
74371.00,1093.66,443.55,215.23,75380.00,307.72,0.87,0.99,0.72,0.78,2.06,0.69,aaaeraaaevelik
74028.00,1063.29,422.67,224.28,74635.00,307.01,0.85,0.99,0.72,0.82,1.88,0.73,aaaeraaaevelik
73470.00,1048.55,419.02,223.75,74086.00,305.85,0.85,0.99,0.74,0.84,1.87,0.73,aaaeraaaevelik
72864.00,1032.77,399.55,232.96,73463.00,304.59,0.81,0.99,0.70,0.86,1.72,0.76,aaaeraaaevelik
98628.00,1204.17,460.73,273.93,99602.00,354.37,0.80,0.99,0.72,0.85,1.68,0.77,aaaeraaaevelik
62557.00,985.76,400.69,199.09,63163.00,282.22,0.87,0.99,0.61,0.81,2.01,0.70,aaaeraaaevelik
76848.00,1042.81,393.88,248.88,77474.00,312.80,0.78,0.99,0.75,0.89,1.58,0.79,aaaeraaaevelik
80184.00,1083.69,422.71,242.29,80947.00,319.52,0.82,0.99,0.73,0.86,1.74,0.76,aaaeraaaevelik
